rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,forecast_rainfall_1h,forecast_rainfall_3h,forecast_rainfall_6h,forecast_rainfall_12h,temperature,humidity,pressure,wind_speed,elevation,slope,drainage_capacity,impervious_surface,population_density,historical_flood_frequency,flood
0.75,0.84,35.61,39.49,62.09,0.63,16.05,18.97,58.21,32.71,65.71,992.23,10.25,24.94,2.43,43.55,50.07,8153.66,5.47,1
1.04,14.08,15.17,17.93,21.69,0.0,12.88,7.51,24.54,35.89,81.64,997.68,24.86,14.87,4.17,37.14,45.5,5728.79,9.01,0
8.5,9.12,10.29,24.72,44.63,1.43,2.6,0.0,51.68,20.81,84.69,1006.76,2.0,21.99,5.48,48.52,40.64,10957.08,8.58,1
1.68,12.38,17.69,32.39,79.85,3.4,12.51,5.64,15.08,23.82,77.46,987.81,21.15,24.38,3.57,26.05,34.27,6358.37,2.49,0
2.18,3.52,7.95,35.44,54.88,2.02,12.74,40.01,41.78,21.23,80.96,996.91,26.77,29.47,0.57,28.63,78.72,5797.63,6.84,1
7.68,11.65,15.37,43.53,78.26,12.07,4.71,19.6,54.26,28.54,61.59,1006.3,1.52,2.44,3.81,64.25,56.59,2627.56,7.52,0
1.25,2.11,40.99,54.68,61.4,0.37,0.0,67.87,73.79,22.0,80.68,1002.86,19.81,32.07,3.28,82.19,58.35,10104.74,4.43,0
1.7,5.55,30.02,35.43,65.68,3.16,0.0,36.58,60.48,25.09,72.35,1013.29,6.4,20.63,4.41,42.27,69.35,5569.29,1.27,0
2.06,9.07,209.07,226.05,267.83,1.44,12.87,224.85,172.57,33.48,75.82,1014.06,3.22,21.67,0.2,33.31,42.87,11610.45,3.67,1
2.82,7.81,12.65,19.23,137.97,0.0,11.23,12.37,49.48,33.72,78.41,1000.28,0.0,20.69,5.09,49.69,96.91,2292.07,1.95,0
1.85,3.42,15.62,22.45,29.59,1.32,0.0,19.82,0.0,26.8,77.41,1016.41,25.33,36.7,3.12,42.94,46.3,4525.89,0.81,0
0.37,15.6,27.07,69.83,77.06,3.89,14.22,54.55,87.1,20.89,91.51,1001.64,7.55,26.84,5.96,21.3,65.93,6227.57,5.24,1
2.91,63.22,67.08,81.34,85.06,7.65,71.31,65.69,55.93,26.41,83.43,1005.69,14.49,39.41,5.25,20.94,41.04,2857.01,5.06,1
0.87,1.7,11.34,26.5,55.91,0.38,0.0,7.44,16.2,33.15,82.31,1000.6,14.62,34.15,4.63,58.88,78.96,4510.0,1.53,0
3.11,7.61,23.32,34.26,57.23,8.62,7.44,12.56,62.56,30.16,71.74,1005.14,12.16,31.13,5.36,56.6,81.71,4093.08,2.18,0
1.27,9.63,15.12,69.14,133.22,0.25,5.79,7.68,113.16,22.01,68.89,997.03,17.24,19.55,4.7,48.07,52.13,3762.81,4.28,0
0.39,12.53,14.05,25.28,63.48,0.0,20.07,0.37,48.25,24.1,100.0,998.82,20.93,33.56,4.72,35.71,44.28,8509.71,0.14,0
3.5,4.57,8.34,17.6,96.76,0.0,18.73,7.22,26.88,23.18,58.0,1012.01,21.96,26.79,4.79,62.38,48.99,4902.07,0.46,0
0.81,1.64,13.9,49.9,55.3,0.0,3.26,1.09,70.5,25.96,80.96,998.69,6.08,27.66,4.81,63.67,70.08,14001.82,0.89,0
4.53,5.08,5.69,51.37,62.18,0.0,2.56,13.2,56.62,22.5,85.65,1007.75,24.02,27.91,3.01,58.43,85.67,9958.2,1.1,0
1.29,14.55,41.04,48.97,72.2,0.0,16.28,48.78,27.0,27.84,82.93,1002.52,10.85,21.88,3.46,62.83,63.57,7075.91,3.06,0
3.02,13.67,130.16,142.72,164.31,1.16,17.44,82.46,135.99,22.43,82.78,997.01,14.24,12.98,3.82,55.87,63.11,2806.43,7.07,1
3.25,8.6,45.81,50.35,87.2,7.02,13.6,43.82,66.71,25.82,72.68,1012.11,7.49,1.0,4.87,24.93,61.07,6591.71,9.81,1
1.96,2.95,7.71,8.83,13.43,5.6,0.0,21.26,0.0,27.54,84.3,992.87,2.73,1.0,3.04,35.81,59.67,7961.23,1.96,0
1.19,14.51,21.71,25.04,96.39,0.0,23.03,27.01,24.6,27.92,77.87,1009.78,9.38,29.69,4.1,95.0,85.97,6310.84,1.55,0
1.44,4.08,7.7,89.26,158.87,1.79,1.54,0.0,73.68,25.21,83.05,1000.2,24.84,19.39,0.2,17.57,95.1,4498.82,2.39,0
0.8,23.5,34.43,56.45,80.63,3.47,34.83,65.79,46.91,28.49,82.86,997.05,17.37,27.25,7.05,69.91,45.21,9924.96,4.53,0
3.54,15.07,16.96,52.55,63.7,0.05,7.61,1.06,90.65,28.93,75.6,1014.38,9.35,31.91,3.43,65.28,86.37,6156.32,2.41,0
0.37,17.65,38.69,55.7,69.46,0.43,11.51,19.72,26.23,24.38,76.4,1012.52,10.84,24.72,7.15,61.14,54.76,6546.44,1.56,0
1.41,3.7,12.16,15.85,42.54,2.66,3.36,21.12,7.99,36.64,81.76,1030.0,12.72,9.84,3.21,70.13,40.95,5558.35,5.59,0
0.16,2.72,22.89,25.66,35.06,0.0,0.0,25.44,57.52,30.34,76.88,998.83,0.0,20.84,0.2,58.23,55.02,200.0,8.65,0
0.55,43.49,54.63,71.77,75.26,0.0,49.62,52.63,111.66,27.29,89.04,1003.05,0.0,9.86,4.41,45.41,44.26,9030.26,1.62,1
10.43,45.72,46.64,54.99,84.7,6.49,46.93,49.55,38.27,23.03,71.51,1012.02,23.81,18.35,2.34,48.5,59.98,6179.01,0.0,0
0.51,85.16,94.22,95.27,143.87,0.16,89.24,116.0,109.62,23.95,73.21,1013.43,9.28,13.12,3.1,63.44,50.23,6222.11,1.74,1
5.39,10.62,48.38,80.24,135.51,0.0,2.82,64.51,59.85,32.65,62.85,999.11,17.14,26.4,1.82,60.23,77.69,10788.25,5.34,1
6.3,96.97,103.71,169.42,185.03,0.0,100.7,97.64,142.39,28.36,84.86,1002.27,11.67,1.0,2.88,33.62,62.4,9271.14,6.01,1
0.95,44.73,47.21,62.2,66.82,0.0,45.36,41.01,41.32,27.51,68.58,1006.89,17.91,17.4,1.75,93.54,86.24,3599.73,1.79,0
10.81,17.17,27.49,31.6,303.47,3.01,26.42,13.95,39.47,28.94,66.72,992.18,13.69,4.95,2.45,82.16,47.39,10244.72,4.8,0
4.85,5.74,10.49,97.9,195.83,8.26,4.51,3.6,135.23,27.24,81.81,997.26,11.34,12.16,5.96,28.0,71.36,6986.68,2.23,0
0.81,1.96,3.39,12.56,42.35,0.0,16.76,2.38,0.0,26.08,91.67,995.73,13.03,19.38,1.28,50.04,62.68,3993.95,6.31,0
1.95,4.04,8.76,13.28,380.64,0.54,6.98,0.0,21.75,23.62,93.33,1005.57,21.15,15.21,3.66,45.62,54.33,6141.08,7.63,1
1.77,10.53,11.75,45.43,69.76,0.0,11.03,18.14,49.71,28.77,61.41,999.96,15.21,18.02,0.2,62.7,52.83,5162.76,1.71,0
1.14,5.26,7.63,24.77,79.63,0.0,5.64,25.97,15.61,31.31,62.56,998.2,10.43,34.38,4.75,66.22,69.51,1465.28,6.12,0
4.32,18.21,21.06,28.39,45.14,4.76,3.04,13.49,39.95,23.32,78.93,994.43,0.0,44.18,5.0,73.26,77.22,8680.45,0.0,1
0.7,7.12,15.02,24.46,59.84,0.0,19.54,0.0,0.0,29.09,96.98,994.99,15.41,40.18,4.42,54.14,32.16,3178.3,2.0,0
3.74,14.83,15.66,18.69,35.38,6.92,20.13,1.19,65.16,34.64,83.88,1011.53,8.32,8.53,2.25,33.28,52.8,9055.84,15.0,0
2.2,12.17,13.54,25.78,38.96,6.21,25.72,0.0,6.74,32.19,71.39,997.99,24.62,1.0,2.5,47.73,38.73,7111.23,4.13,0
3.33,10.98,22.25,46.17,73.27,1.57,16.56,8.67,41.35,27.79,82.87,1006.63,9.19,25.09,0.77,35.25,52.99,4186.9,0.49,0
3.33,15.16,18.38,25.44,33.79,6.25,8.68,9.84,3.95,22.48,71.96,1012.23,19.7,29.03,5.6,49.56,31.89,4526.53,6.36,0
2.16,7.9,9.04,27.85,71.96,0.0,0.86,6.26,0.0,23.09,72.95,1014.8,4.46,7.2,1.43,57.16,75.87,1308.77,5.46,0
2.34,16.03,26.23,31.18,35.34,0.0,27.53,24.3,60.87,27.82,71.32,1011.2,2.79,1.0,1.62,62.11,87.41,6599.95,0.0,0
0.29,3.75,84.88,87.67,110.49,4.43,10.98,50.26,91.42,30.73,94.61,1008.25,3.17,11.83,2.76,60.21,43.31,5435.94,2.83,0
0.8,10.75,33.67,58.46,79.93,6.46,2.05,49.53,62.52,23.11,76.38,1002.6,21.54,32.69,0.69,76.47,83.61,4637.28,4.96,0
0.09,3.59,27.06,31.54,82.63,0.95,10.55,17.75,44.65,33.19,78.84,1006.73,18.35,28.52,4.23,53.36,86.45,5980.35,1.77,0
1.5,19.19,86.63,94.19,104.05,0.54,21.49,88.25,61.68,29.89,61.84,987.32,21.78,11.77,5.33,70.52,73.85,9891.0,4.42,0
6.96,14.02,82.7,87.13,101.88,5.78,4.43,53.19,109.95,25.11,83.35,996.22,13.05,30.73,2.97,70.99,62.73,3906.46,0.96,0
1.7,25.08,73.09,106.03,109.27,4.11,29.0,76.84,115.84,22.5,77.89,988.26,5.69,17.36,5.74,47.09,69.27,8339.54,6.24,0
7.62,32.5,36.7,83.15,96.87,8.5,20.8,37.35,74.34,25.02,100.0,1005.7,23.89,6.41,4.4,65.38,57.24,2806.21,0.71,0
2.15,13.19,31.06,78.17,243.38,1.41,26.99,27.31,71.11,27.61,63.14,990.38,2.6,15.88,1.24,71.05,60.86,5479.51,1.19,0
3.28,14.42,15.61,30.33,59.98,0.96,10.54,51.4,4.79,25.42,53.13,1011.7,8.08,29.14,3.08,31.82,63.65,5215.45,4.38,1
0.84,1.35,9.15,13.65,115.12,0.0,0.0,6.95,0.0,27.8,98.41,1001.09,20.9,25.53,2.54,30.78,45.94,6647.85,3.18,0
17.27,40.89,49.63,67.65,88.68,20.06,39.78,22.82,40.69,19.66,49.41,1002.21,18.29,16.42,0.2,55.85,92.76,8025.88,6.1,0
4.64,86.37,129.65,148.58,175.91,0.0,109.37,126.86,139.33,26.05,76.25,1008.73,14.13,22.5,7.16,39.36,54.76,1417.9,3.01,1
1.55,7.71,8.21,18.03,43.43,4.6,0.0,0.0,11.34,26.17,58.33,1009.19,8.26,30.42,5.56,45.1,57.87,5935.97,4.16,0
2.19,12.35,21.2,69.63,102.82,3.06,16.32,0.0,46.18,28.57,87.4,993.53,13.2,24.87,2.29,70.71,45.15,7508.45,5.98,0
12.97,51.84,60.16,154.47,166.55,14.81,55.01,72.21,133.77,29.59,63.15,995.83,4.68,25.29,1.89,73.74,43.64,6404.04,5.23,0
0.95,8.21,35.3,38.51,102.41,0.0,0.0,29.86,11.8,37.31,59.32,1007.82,14.59,32.75,3.37,48.46,42.98,7841.13,0.75,0
9.72,14.49,60.68,75.41,80.5,8.59,18.76,84.26,54.63,27.65,67.68,993.68,25.62,23.12,3.32,54.84,52.86,9476.99,4.12,0
9.05,16.13,48.54,84.6,89.57,2.57,23.3,51.12,74.89,18.93,85.35,998.67,16.52,39.45,2.07,49.01,79.42,3241.4,1.65,0
1.8,2.96,16.73,36.48,43.6,3.23,0.85,53.19,35.15,32.13,62.06,1014.46,20.42,10.93,5.26,79.85,42.4,4401.51,5.13,0
1.16,7.09,23.61,61.78,63.22,2.76,0.29,14.54,108.13,30.61,80.88,1009.43,13.98,25.61,3.01,51.53,39.61,7019.22,2.11,0
3.5,10.76,46.12,51.39,55.84,1.09,3.02,10.11,20.7,22.36,83.2,1010.49,0.0,28.74,1.56,49.98,46.07,7062.3,2.42,0
0.72,30.04,37.67,70.08,72.84,3.45,23.49,31.84,34.18,32.41,88.02,997.56,10.22,14.27,2.67,54.04,63.62,2135.66,0.08,0
1.58,3.37,3.69,9.1,66.06,0.09,0.0,14.48,3.74,27.13,73.34,995.78,8.37,12.24,5.14,37.42,69.77,8446.24,0.0,0
0.37,2.97,4.63,33.19,42.2,2.36,0.7,0.0,14.49,21.96,61.51,1010.41,14.8,22.35,1.81,39.58,65.47,7150.72,6.93,0
1.73,21.79,22.29,31.47,54.2,0.0,7.06,23.3,28.88,31.98,80.18,1000.7,12.62,11.92,4.0,48.85,31.13,4267.43,8.86,0
6.62,40.44,44.73,47.48,57.81,5.13,42.47,34.42,58.47,26.6,67.71,1002.23,28.02,36.45,4.58,44.99,64.84,8822.68,3.16,0
1.0,109.03,187.5,188.88,198.51,0.0,122.66,184.92,238.97,32.28,86.32,1011.43,8.51,26.84,1.81,60.11,98.0,4434.65,3.43,1
0.3,3.87,10.04,15.36,35.83,0.0,7.75,12.87,29.92,28.91,67.4,1010.53,11.28,26.84,3.24,40.62,33.68,5984.27,4.79,0
1.89,3.21,4.94,13.83,30.63,0.44,13.13,5.59,26.37,26.15,82.53,1010.83,18.3,16.92,0.52,71.75,68.63,8495.99,1.92,0
32.84,42.24,48.87,52.91,90.71,29.62,32.79,51.18,42.05,29.27,66.57,1014.19,19.23,1.0,0.98,60.64,50.83,5008.31,4.69,1
0.77,13.96,15.92,66.25,77.0,0.04,11.11,38.81,57.85,22.52,74.03,989.21,14.27,27.36,1.84,79.67,59.41,5955.38,2.06,0
1.29,2.84,10.86,33.73,48.07,0.0,3.18,9.13,18.7,21.34,68.46,1002.82,23.65,3.63,1.93,43.07,19.9,8814.47,0.13,0
1.1,4.96,13.45,34.64,94.53,4.14,6.53,37.74,0.0,24.42,59.12,996.28,8.54,13.75,3.39,44.95,12.56,8256.73,3.16,0
0.62,3.15,6.12,10.5,26.89,0.0,4.42,33.28,19.88,29.74,55.19,994.42,14.1,3.13,5.99,71.52,74.49,11889.17,5.4,0
0.62,4.08,4.74,12.11,40.58,0.0,0.44,0.0,9.89,24.47,76.97,1000.71,20.73,13.54,3.66,53.19,80.96,1840.3,3.07,0
1.62,3.87,13.03,13.43,28.91,0.0,0.0,6.34,0.0,30.2,79.18,1002.85,15.33,34.25,1.22,76.7,78.81,3513.39,6.78,0
0.21,13.14,22.24,27.18,205.04,0.0,22.48,34.44,23.62,34.1,83.69,1007.32,3.56,25.7,3.7,86.28,69.12,200.0,1.41,1
2.67,6.46,31.72,44.57,71.39,1.19,6.62,45.13,71.45,28.88,74.03,997.69,16.01,35.97,2.76,25.08,71.35,2835.26,4.02,0
13.61,47.24,79.07,80.69,85.19,8.82,66.97,52.7,134.21,28.34,73.31,1014.83,10.23,32.02,5.41,54.07,76.43,9059.84,3.95,1
6.12,16.22,21.88,38.59,427.1,11.36,19.53,32.04,45.83,31.72,80.46,1003.24,14.83,12.9,2.63,74.38,30.12,6606.36,3.54,0
1.3,9.43,11.67,13.0,87.65,2.0,17.74,0.0,25.92,22.56,86.46,1001.12,7.68,25.83,0.5,71.08,60.8,3540.12,4.93,0
4.41,9.36,25.93,33.78,58.79,1.54,21.35,19.26,4.61,26.2,84.78,980.56,22.33,1.0,4.32,69.78,75.73,3659.9,5.13,0
0.67,14.76,46.04,48.49,61.34,3.46,30.42,61.03,24.76,25.95,71.22,1002.26,10.96,16.03,5.31,66.88,73.77,3443.21,9.56,0
20.61,68.2,71.22,76.7,138.53,22.34,37.9,86.44,65.8,31.79,73.16,1011.44,18.39,42.61,0.2,69.44,51.08,5511.16,7.6,1
3.25,11.65,34.6,98.74,110.58,5.51,13.52,14.09,119.62,28.15,65.22,996.69,0.0,22.8,3.3,45.63,82.73,11319.94,3.65,0
5.45,13.99,17.24,27.72,38.52,3.52,7.74,18.96,27.38,25.47,72.09,1008.44,10.96,29.66,6.16,51.63,55.27,321.75,4.42,0
1.14,9.21,9.72,18.03,28.52,1.01,11.38,5.07,0.0,32.81,64.94,999.47,14.79,38.5,4.15,78.23,85.94,8042.46,3.62,0
0.38,1.52,17.53,18.9,22.36,0.0,6.8,25.4,34.81,28.04,78.44,1008.27,13.51,13.75,4.36,42.97,73.04,6535.39,3.26,0
1.24,28.92,29.91,42.53,58.93,0.0,26.21,0.0,14.04,25.63,40.37,1000.78,2.57,32.89,2.79,63.16,33.7,3250.31,0.7,0
35.13,39.75,52.35,62.56,99.55,20.57,32.93,67.53,56.96,33.29,73.34,1003.62,17.98,34.12,3.83,64.03,83.24,5865.35,3.42,1
0.97,3.79,16.51,46.26,66.93,4.35,0.21,15.96,51.45,26.42,89.59,1000.59,11.86,28.27,4.09,95.0,39.4,5285.55,3.15,0
0.45,3.21,6.68,10.48,83.34,0.0,3.92,5.98,0.0,20.5,76.52,999.36,14.67,1.0,2.92,30.49,54.05,200.0,5.47,1
0.68,9.47,45.37,50.53,315.9,0.0,12.81,77.81,38.29,27.73,91.26,990.1,5.55,1.0,1.99,41.59,50.15,6970.05,0.0,1
6.66,8.91,33.07,38.16,80.22,6.23,18.01,43.7,0.0,32.56,85.13,1011.48,17.32,18.82,3.81,74.86,61.72,8537.2,3.13,0
1.5,42.58,81.97,127.84,128.79,3.99,45.08,85.62,147.42,27.02,72.42,995.89,4.29,19.45,5.69,46.72,49.3,200.0,4.07,1
24.63,33.92,37.63,42.54,129.8,9.99,43.54,61.22,52.64,27.11,74.81,999.76,12.04,12.31,5.02,44.49,46.47,7293.59,3.77,1
3.21,4.65,11.06,21.72,49.26,5.86,19.06,0.0,18.03,20.78,80.67,999.92,13.11,1.0,2.08,50.34,73.88,7427.58,3.81,0
70.0,72.76,76.81,78.85,99.51,95.04,58.42,52.84,93.79,23.28,74.8,996.09,21.27,2.43,4.06,63.02,60.25,9128.6,0.0,1
70.0,72.86,75.08,100.6,106.4,80.02,77.54,57.94,101.66,30.62,75.07,989.62,11.05,1.0,3.23,55.58,93.92,6921.41,5.02,1
2.22,13.32,22.9,45.19,95.58,3.51,12.9,42.82,53.0,33.02,65.04,1020.02,20.61,39.6,7.76,43.07,68.59,4803.52,8.27,1
0.22,0.58,8.26,25.95,39.64,0.0,2.77,24.71,54.0,35.27,69.54,1017.01,8.4,23.88,0.67,64.28,82.59,9151.37,0.09,0
14.11,22.14,22.72,43.24,57.91,9.78,18.84,19.48,29.73,27.77,64.16,997.62,23.65,22.39,4.48,58.38,70.11,200.0,10.35,0
1.71,9.13,31.62,33.9,181.75,0.0,8.83,42.66,67.75,21.26,70.37,994.33,19.61,21.64,5.74,29.48,80.31,4197.64,5.31,0
1.15,3.54,45.67,49.08,63.43,0.0,0.0,47.59,40.86,25.56,39.77,1003.58,0.65,3.74,4.08,59.37,21.1,200.0,0.0,0
0.93,3.9,12.58,31.38,41.6,3.17,18.34,9.62,35.63,28.43,77.92,994.2,22.96,23.82,3.45,30.24,32.83,6446.34,0.0,1
3.29,4.52,16.12,31.32,34.59,2.46,0.14,0.0,79.85,25.59,60.75,996.68,9.26,20.26,1.02,47.13,54.09,202.24,7.76,0
0.47,15.49,22.18,30.14,39.22,0.0,6.74,30.82,33.87,29.28,75.4,993.63,11.32,13.28,3.88,43.51,79.1,2146.69,5.45,1
1.12,28.23,30.71,71.73,96.0,2.07,31.55,23.5,91.85,30.02,90.11,1010.74,19.22,9.35,3.4,31.01,22.69,6027.28,4.59,1
19.91,43.24,48.6,52.3,71.25,27.66,45.29,47.81,53.07,26.87,71.49,1003.91,13.13,4.98,2.75,82.95,68.96,7484.97,13.85,1
8.14,10.54,11.45,46.81,58.8,6.97,14.01,0.0,80.04,24.55,67.18,1017.28,17.15,40.09,5.28,23.83,90.35,3089.27,3.3,0
52.62,55.95,59.29,64.81,101.47,71.03,39.44,46.25,96.57,25.89,84.81,1002.25,12.8,15.65,5.47,39.81,77.83,6218.73,0.0,1
5.73,11.83,12.64,15.38,43.19,6.26,21.1,0.0,34.56,32.96,71.28,1001.29,9.63,32.9,3.09,68.8,63.23,7263.4,2.82,0
0.47,11.58,13.09,15.21,38.27,0.0,29.63,27.16,37.96,33.17,88.37,996.64,25.82,43.67,1.1,59.89,60.52,8844.48,0.68,0
2.04,21.14,24.04,52.0,53.29,1.86,18.13,0.0,27.2,19.26,79.31,1003.75,18.98,49.17,2.45,33.86,51.45,2082.15,3.27,0
1.88,5.76,6.73,9.58,49.09,3.48,23.92,16.89,15.78,22.91,78.56,1004.47,3.1,3.47,4.09,53.05,34.66,7060.99,4.18,0
0.64,9.61,13.3,28.63,72.63,0.0,8.16,32.48,0.0,23.75,70.08,1012.1,0.14,16.34,2.68,72.83,45.63,6196.69,7.92,0
1.61,3.68,5.49,7.36,83.49,0.0,0.0,0.0,56.22,34.18,89.15,982.98,2.44,20.26,2.22,44.05,65.83,8966.13,10.79,0
5.5,6.29,13.38,43.62,56.94,4.56,2.49,14.37,46.29,26.02,69.28,998.5,8.7,19.01,4.78,59.72,51.76,12498.22,4.56,0
0.27,28.74,36.76,40.67,43.06,1.34,31.08,14.07,18.17,31.34,81.11,1014.93,8.03,2.35,0.61,61.61,63.37,3999.02,0.13,0
3.01,6.15,26.83,35.71,38.31,2.9,20.74,35.74,45.19,30.49,96.57,1002.91,15.33,6.16,6.74,46.65,45.83,7542.39,4.72,1
29.54,31.27,52.0,180.2,186.36,27.09,36.45,58.95,178.58,24.43,71.49,1015.78,32.57,30.52,4.65,71.33,50.31,3499.43,9.17,0
0.65,2.8,39.26,66.71,127.57,0.0,5.71,29.94,87.6,25.8,79.04,1000.11,28.81,5.13,2.87,73.29,61.24,6768.92,4.21,0
2.21,5.31,7.18,25.67,73.1,5.76,0.07,2.22,0.0,36.93,76.57,1005.52,0.0,26.22,3.04,69.87,71.31,7696.35,0.0,0
0.15,13.51,15.27,83.21,140.74,2.16,10.8,48.03,73.34,38.35,89.26,989.33,15.65,28.32,4.61,61.05,69.27,5393.29,4.61,0
5.7,7.95,32.46,36.7,37.61,10.69,1.97,17.36,62.52,32.99,69.03,1005.26,4.98,30.25,4.37,36.18,68.06,200.0,6.32,1
3.12,11.1,16.35,33.75,91.35,3.17,10.45,15.24,0.0,31.41,85.21,1000.71,12.81,26.52,1.39,55.4,55.55,5154.13,6.14,0
5.71,7.91,29.73,31.5,38.8,7.92,12.98,27.68,51.46,34.5,86.61,1009.45,1.32,26.23,0.9,77.39,66.74,6421.08,4.28,0
6.21,11.94,14.73,215.29,225.23,4.09,16.73,2.13,170.05,18.18,97.01,1010.78,21.42,19.43,1.2,44.58,62.9,855.05,1.58,1
12.77,13.57,16.59,21.26,50.67,23.92,0.0,9.96,24.84,24.28,76.61,1002.12,19.34,7.52,0.2,51.15,61.26,9215.56,4.53,0
10.08,19.51,21.09,50.65,52.77,5.82,14.19,24.74,54.82,19.77,81.95,998.47,0.0,29.23,2.33,90.22,58.95,5227.4,3.98,0
1.67,2.71,5.37,22.98,39.18,2.76,0.0,23.43,0.0,26.65,65.15,1011.77,27.7,27.46,1.39,59.11,61.81,9626.78,0.0,0
0.11,5.41,11.07,72.95,78.65,0.0,3.8,16.95,108.22,31.84,70.72,1008.32,11.5,23.24,4.11,77.77,30.67,5566.9,6.96,0
4.47,32.11,36.22,87.88,110.08,5.15,16.4,21.01,70.64,24.44,72.38,1007.42,23.78,21.74,2.05,53.64,22.28,6627.6,0.11,0
0.08,3.21,58.31,61.26,68.01,0.0,5.8,36.37,90.07,30.94,81.47,995.84,10.49,29.04,2.48,79.28,48.01,11623.93,11.71,0
5.03,12.74,13.91,16.02,21.41,3.11,14.8,0.0,25.27,21.41,74.96,1012.43,8.97,22.85,3.1,49.44,26.21,8114.41,8.06,0
1.18,2.27,55.27,102.97,134.07,2.46,7.77,29.91,93.46,31.41,78.16,1012.42,0.0,17.85,0.2,56.71,55.79,5060.41,9.74,0
15.21,19.92,22.63,44.85,53.99,19.53,26.24,0.59,18.97,30.55,89.17,1004.98,20.55,1.0,2.6,44.74,55.46,4665.61,2.72,0
6.04,9.22,37.77,48.28,64.74,5.89,16.42,13.35,36.9,35.36,85.71,1006.93,13.45,9.27,1.88,34.76,48.35,2303.83,5.02,1
2.4,5.66,7.02,13.28,43.32,2.18,0.0,5.05,31.69,20.85,66.72,1009.63,16.02,12.6,1.58,23.95,64.75,2616.39,3.9,0
9.05,9.85,42.78,60.08,72.54,11.75,8.08,62.26,15.26,37.53,80.83,1013.79,10.78,27.21,3.72,72.47,57.8,6741.56,7.9,0
2.29,93.84,102.18,109.79,119.87,5.87,70.8,106.55,136.64,24.94,75.72,1014.08,10.29,21.97,4.93,53.81,69.9,10010.94,3.56,1
2.33,7.43,8.2,44.59,46.34,3.03,2.01,15.4,65.0,23.1,73.55,1002.57,11.36,20.01,0.2,66.51,60.8,7159.97,3.44,0
4.98,6.98,18.79,26.04,31.33,5.92,11.18,24.85,41.67,30.34,68.58,1003.2,17.24,22.08,1.93,34.38,61.1,9173.85,10.0,1
0.54,13.92,16.9,26.21,179.56,6.19,19.76,14.35,28.81,23.08,75.47,994.04,20.06,3.63,2.91,72.75,42.08,6430.18,3.73,0
70.0,73.48,78.85,82.13,96.04,103.04,56.77,71.65,41.14,28.87,97.17,1014.16,19.0,15.85,1.52,47.36,59.62,3846.26,1.1,1
0.57,6.72,95.12,116.64,127.48,0.85,20.74,102.74,70.79,26.95,73.77,1009.85,14.59,32.78,0.51,74.91,36.78,6093.95,2.61,1
5.49,16.34,22.19,28.64,38.33,4.85,8.13,17.82,37.42,24.74,71.43,981.22,17.19,37.34,1.29,67.42,49.58,5327.08,3.0,0
1.62,11.14,12.91,22.29,67.43,6.3,25.69,5.87,19.1,22.56,74.25,1002.27,9.84,12.02,3.88,36.21,46.52,6693.01,1.44,0
1.3,1.97,4.69,197.27,260.69,2.64,8.61,0.0,224.55,35.86,62.73,1006.51,22.25,33.96,3.49,46.03,76.01,4266.72,3.51,1
0.71,19.43,22.85,50.67,122.1,0.0,24.31,0.08,37.35,28.29,75.25,1010.66,26.89,30.22,3.26,52.05,39.02,7751.6,8.7,0
3.69,4.21,28.29,50.93,59.15,0.0,3.32,42.24,55.62,26.59,89.01,995.54,8.63,14.84,3.7,55.9,82.9,10514.49,3.66,0
1.48,5.72,7.12,22.38,28.9,6.04,4.97,30.73,35.85,22.43,77.82,1004.93,18.65,12.3,1.79,55.06,66.5,10961.25,0.0,0
0.34,3.18,8.34,21.64,72.51,0.19,0.0,15.38,27.49,30.4,89.31,1004.65,13.12,29.95,2.52,28.66,83.35,8067.53,0.0,0
2.01,30.06,58.09,69.11,109.6,2.93,44.89,50.76,43.43,35.7,85.16,1009.17,16.56,17.62,0.2,38.02,71.0,5485.92,3.92,1
0.26,14.12,19.05,30.66,144.28,0.0,28.48,15.55,0.0,20.31,79.07,996.51,12.14,2.91,0.39,47.73,41.82,2409.75,0.0,0
8.23,10.27,39.88,104.91,118.29,8.93,27.8,65.08,65.2,26.6,79.88,985.25,6.7,24.34,3.86,24.18,51.09,5183.05,6.73,0
6.47,49.97,69.02,94.11,100.73,8.29,51.45,57.19,98.36,17.65,61.74,1013.36,11.11,25.83,4.42,61.12,45.38,6355.79,8.38,1
21.05,38.33,45.64,68.05,83.83,31.73,23.0,43.62,100.5,25.67,77.47,1008.35,6.42,9.72,5.73,35.39,42.8,11264.24,2.8,1
0.85,10.61,40.37,47.49,54.54,4.75,9.84,59.06,72.93,33.68,99.3,997.85,12.06,19.11,2.83,41.29,69.65,6826.54,6.42,1
0.63,1.14,40.24,114.14,574.07,0.08,0.0,37.56,122.25,26.54,79.81,1001.02,12.1,18.88,3.97,59.96,85.0,8731.15,0.0,0
12.02,16.59,63.22,79.03,393.9,7.9,0.0,60.27,40.62,30.63,94.56,1016.05,0.0,21.04,6.72,60.2,70.61,4660.81,4.22,0
21.44,26.17,31.62,34.6,45.7,13.37,25.2,75.12,29.04,23.74,98.28,1004.6,10.86,17.76,0.68,51.34,66.63,8403.51,2.93,1
1.61,6.96,9.58,13.95,16.89,4.65,4.28,0.0,0.0,21.07,85.6,1002.41,3.89,1.0,2.08,70.12,62.95,5263.88,7.47,0
